DATE TIME,STEP,STEP REWARD SELL,LOSS SELL,EPSILON,SUM PLAY SCORE SELL,BEST SUM PLAY SCORE SELL,TARGET UPDATE,TIMESTAMP
Tue Nov 23 05:31:54 2021,27900,-17.69918038822456,0.051169541496783495,0.7565464133006761,53.44521654364632,,,1637620314.5088956
Tue Nov 23 05:31:59 2021,28000,,,,,,1.0,1637620319.8447554
Tue Nov 23 05:32:42 2021,28800,-6.989691365586235,0.054113970293353,0.7497680102570136,39.50273901781331,,,1637620362.8208737
Tue Nov 23 05:32:53 2021,29000,,,,,,1.0,1637620373.6040442
Tue Nov 23 05:33:31 2021,29700,26.552124580046588,0.05403910808265209,0.7430503394394447,1.9675156214435532,,,1637620411.7948751
Tue Nov 23 05:33:47 2021,30000,,,,,,1.0,1637620427.467971
Tue Nov 23 05:34:20 2021,30600,20.968905954682608,0.05113672980314327,0.7363928567075162,24.124158383726055,,,1637620460.348369
Tue Nov 23 05:34:41 2021,31000,,,,,,1.0,1637620481.9320517
Tue Nov 23 05:35:08 2021,31500,-15.7199805928825,0.04998472440470424,0.7297950227960978,148.6009613320957,True,,1637620508.8947995
Tue Nov 23 05:35:35 2021,32000,,,,,,1.0,1637620535.214432
Tue Nov 23 05:35:56 2021,32400,-2.497699395436078,0.051158809810876844,0.7232563032716876,110.98701567595384,,,1637620556.884495
Tue Nov 23 05:36:28 2021,33000,,,,,,1.0,1637620588.7363734
Tue Nov 23 05:36:45 2021,33300,-48.88359748193878,0.04992924554066525,0.7167761684891342,15.722835661335665,,,1637620605.3978279
Tue Nov 23 05:37:23 2021,34000,,,,,,1.0,1637620643.048195
Tue Nov 23 05:37:34 2021,34200,13.088630586797521,0.04998033584612939,0.710354093548728,122.01776861108084,,,1637620654.2711892
Tue Nov 23 05:38:16 2021,35000,,,,,,1.0,1637620696.9414046
Tue Nov 23 05:38:23 2021,35100,-14.284979886325983,0.050591561103032694,0.7039895582536885,107.58741840141224,,,1637620703.0371063
Tue Nov 23 05:39:10 2021,36000,,,,,,1.0,1637620750.714853
Tue Nov 23 05:39:11 2021,36000,16.00072026812697,0.045446916254651214,0.6976820470680167,92.78474619725367,,,1637620751.4219627
Tue Nov 23 05:40:00 2021,36900,-11.612586597806846,0.046334343486362034,0.6914310490747512,117.39339901151124,,,1637620800.9335988
Tue Nov 23 05:40:06 2021,37000,,,,,,1.0,1637620806.302245
Tue Nov 23 05:40:50 2021,37800,-18.00991263940479,0.04356092004105449,0.6852360579345712,124.4995962717025,,,1637620850.5477216
Tue Nov 23 05:41:01 2021,38000,,,,,,1.0,1637620861.1443906
Tue Nov 23 05:41:39 2021,38700,-14.343289241778397,0.04409478460955951,0.6790965718447943,154.47637998821187,True,,1637620899.4491885
Tue Nov 23 05:41:56 2021,39000,,,,,,1.0,1637620916.1904523
Tue Nov 23 05:42:29 2021,39600,16.859916632695256,0.04428591140442424,0.6730120934987118,83.60044282064649,,,1637620949.3054056
Tue Nov 23 05:42:50 2021,40000,,,,,,1.0,1637620970.6124578
Tue Nov 23 05:43:18 2021,40500,45.980786813519835,0.04004606582017409,0.6669821300453248,121.5007684219518,,,1637620998.4061491
Tue Nov 23 05:43:45 2021,41000,,,,,,1.0,1637621025.0389445
Tue Nov 23 05:44:07 2021,41400,-21.941669108025735,0.0402358791552898,0.6610061930494128,163.03260939769794,True,,1637621047.2226343
Tue Nov 23 05:44:40 2021,42000,,,,,,1.0,1637621080.343018
Tue Nov 23 05:44:57 2021,42300,17.120143043129097,0.039808189986894525,0.6550837984519703,163.13296296659723,True,,1637621097.4607322
Tue Nov 23 05:45:35 2021,43000,,,,,,1.0,1637621135.9617965
Tue Nov 23 05:45:47 2021,43200,-37.48771360580869,0.04226879324143132,0.6492144665310005,79.9464422233573,,,1637621147.4750152
Tue Nov 23 05:46:30 2021,44000,,,,,,1.0,1637621190.6751976
Tue Nov 23 05:46:36 2021,44100,-67.98341944146368,0.041815431490540504,0.6433977218626542,115.27414263032377,,,1637621196.9195035
Tue Nov 23 05:47:26 2021,45000,,,,,,1.0,1637621246.4236257
Tue Nov 23 05:47:27 2021,45000,11.653796014261724,0.03854425208125677,0.6376330932827189,69.13384953324717,,,1637621247.153674
Tue Nov 23 05:48:17 2021,45900,-7.0992822591346005,0.039880653474893835,0.631920113848461,119.1617983415523,,,1637621297.4154842
Tue Nov 23 05:48:23 2021,46000,,,,,,1.0,1637621303.029475
Tue Nov 23 05:49:08 2021,46800,9.001652132417634,0.03674123839061293,0.626258320800795,115.12880188227456,,,1637621348.1663916
Tue Nov 23 05:49:19 2021,47000,,,,,,1.0,1637621359.2667692
Tue Nov 23 05:49:59 2021,47700,31.839106653766798,0.039760741122687855,0.6206472555268023,112.88442621815969,,,1637621399.7967832
Tue Nov 23 05:50:16 2021,48000,,,,,,1.0,1637621416.4627597
Tue Nov 23 05:50:51 2021,48600,0.6207606883612797,0.03817403784953058,0.6150864635225815,136.45522959557837,,,1637621451.040361
Tue Nov 23 05:51:13 2021,49000,,,,,,1.0,1637621473.1084995
Tue Nov 23 05:51:41 2021,49500,-1.9970557740342443,0.03688544005466004,0.6095754943564378,90.51849041758395,,,1637621501.4198074
Tue Nov 23 05:52:09 2021,50000,,,,,,1.0,1637621529.4249697
Tue Nov 23 05:52:32 2021,50400,21.935213683611277,0.0385634752528535,0.6041139016323899,-34.10892155123247,,,1637621552.5157237
Tue Nov 23 05:53:06 2021,51000,,,,,,1.0,1637621586.7983778
Tue Nov 23 05:53:24 2021,51300,6.568787391445774,0.03872053786698315,0.598701242954017,140.46768625029654,,,1637621604.1320348
Tue Nov 23 05:54:02 2021,52000,,,,,,1.0,1637621642.9771214
Tue Nov 23 05:54:14 2021,52200,-10.14981598104364,0.03950152946532601,0.5933370798886243,94.80197695454949,,,1637621654.7875452
Tue Nov 23 05:54:59 2021,53000,,,,,,1.0,1637621699.162464
Tue Nov 23 05:55:05 2021,53100,-41.81276105159874,0.03832128676999774,0.5880209779317215,122.81013644262794,,,1637621705.3808374
Tue Nov 23 05:55:56 2021,54000,,,,,,1.0,1637621756.0131342
Tue Nov 23 05:55:56 2021,54000,-6.529160905158836,0.03620478708090054,0.5827525064718384,81.31054798928284,,,1637621756.7152576
Tue Nov 23 05:56:47 2021,54900,22.54702992200687,0.03877372090601259,0.5775312387556422,194.1257291919786,True,,1637621807.6440954
Tue Nov 23 05:56:53 2021,55000,,,,,,1.0,1637621813.1992428
Tue Nov 23 05:57:38 2021,55800,-13.74362304075817,0.03624534928343362,0.5723567518533642,233.5179862920708,True,,1637621858.1890411
Tue Nov 23 05:57:49 2021,56000,,,,,,1.0,1637621869.5358117
Tue Nov 23 05:58:29 2021,56700,8.797079253600646,0.03660958269817961,0.5672286266245387,141.69999948928447,,,1637621909.5915184
Tue Nov 23 05:58:46 2021,57000,,,,,,1.0,1637621926.619991
Tue Nov 23 05:59:20 2021,57600,-21.519599369713198,0.035141903643185896,0.5621464476840687,64.56632188723356,,,1637621960.6985006
Tue Nov 23 05:59:42 2021,58000,,,,,,1.0,1637621982.927478
Tue Nov 23 06:00:11 2021,58500,10.48346554811002,0.03898482287613054,0.5571098033685652,97.7093149990975,,,1637622011.7862313
Tue Nov 23 06:00:40 2021,59000,,,,,,1.0,1637622040.3482492
Tue Nov 23 06:01:04 2021,59400,-39.42898110991949,0.03618992767814133,0.5521182857030027,107.74920844441024,,,1637622064.3444014
Tue Nov 23 06:01:38 2021,60000,,,,,,1.0,1637622098.822975
Tue Nov 23 06:01:56 2021,60300,0.45343121748798154,0.037305392525676224,0.54717149036768,187.81149101720382,,,1637622116.7769737
Tue Nov 23 06:02:36 2021,61000,,,,,,1.0,1637622156.5105002
Tue Nov 23 06:02:48 2021,61200,5.351799749769481,0.035451684453421166,0.5422690166654628,79.85887483370361,,,1637622168.3697948
Tue Nov 23 06:03:34 2021,62000,,,,,,1.0,1637622214.4294088
Tue Nov 23 06:03:40 2021,62100,-7.526557038347169,0.03623176891460187,0.537410467489328,207.4151941989646,,,1637622220.850243
Tue Nov 23 06:04:32 2021,63000,,,,,,1.0,1637622272.3217878
Tue Nov 23 06:04:33 2021,63000,-17.904020368235205,0.035208370953591334,0.5325954492902031,121.59300515403812,,,1637622273.0707848
Tue Nov 23 06:05:25 2021,63900,-5.48816466285183,0.03426202560671502,0.5278235720450793,124.8423846960587,,,1637622325.6173549
Tue Nov 23 06:05:31 2021,64000,,,,,,1.0,1637622331.4796813
Tue Nov 23 06:06:18 2021,64800,13.81828675607548,0.03617356237748431,0.5230944492254249,60.30769205176101,,,1637622378.9914827
Tue Nov 23 06:06:30 2021,65000,,,,,,1.0,1637622390.5994468
Tue Nov 23 06:07:12 2021,65700,22.2633437267201,0.03301250677348839,0.5184076977658783,116.72533159155348,,,1637622432.070015
Tue Nov 23 06:07:29 2021,66000,,,,,,1.0,1637622449.7188296
Tue Nov 23 06:08:05 2021,66600,3.777099622258815,0.031864306597659986,0.5137629380332087,78.2673613458038,,,1637622485.0097096
Tue Nov 23 06:08:28 2021,67000,,,,,,1.0,1637622508.418125
Tue Nov 23 06:08:58 2021,67500,-11.553736210955151,0.034715573488631184,0.5091597937955772,115.55853743826532,,,1637622538.8371007
Tue Nov 23 06:09:27 2021,68000,,,,,,1.0,1637622567.7473955
Tue Nov 23 06:09:51 2021,68400,-14.193922932999055,0.03256064408458769,0.5045978921920542,76.4658084601587,,,1637622591.592018
Tue Nov 23 06:10:26 2021,69000,,,,,,1.0,1637622626.7227597
Tue Nov 23 06:10:45 2021,69300,14.636117939244553,0.03530110623790986,0.5000768637024237,53.94128706587408,,,1637622645.2119644
Tue Nov 23 06:11:26 2021,70000,,,,,,1.0,1637622686.930692
Tue Nov 23 06:11:39 2021,70200,-2.572618797755884,0.0342213598990606,0.4955963421172414,95.26198276188478,,,1637622699.4003532
Tue Nov 23 06:12:26 2021,71000,,,,,,1.0,1637622746.3594515
Tue Nov 23 06:12:32 2021,71100,-36.12575071155793,0.030532912767181793,0.4911559645081809,113.0362433429186,,,1637622752.8222625
Tue Nov 23 06:13:26 2021,72000,,,,,,1.0,1637622806.347314
Tue Nov 23 06:13:27 2021,72000,26.17045079429905,0.03513000326852004,0.4867553711986302,154.02414293553895,,,1637622807.0733693
Tue Nov 23 06:14:21 2021,72900,-18.388831821677428,0.03527734517844187,0.4823942057345616,108.80999561479638,,,1637622861.4328053
Tue Nov 23 06:14:28 2021,73000,,,,,,1.0,1637622868.590539
Tue Nov 23 06:15:17 2021,73800,16.791891696952604,0.03396094704046845,0.4780721148556542,114.18362129986345,,,1637622917.6777472
Tue Nov 23 06:15:30 2021,74000,,,,,,1.0,1637622930.2626421
Tue Nov 23 06:16:13 2021,74700,11.484444408007505,0.033938043447625306,0.4737887484666841,146.17157066236126,,,1637622973.0605319
Tue Nov 23 06:16:30 2021,75000,,,,,,1.0,1637622990.7289228
Tue Nov 23 06:17:08 2021,75600,-17.363718122157433,0.0326137023853759,0.46954375960916256,71.9244301610051,,,1637623028.2368603
Tue Nov 23 06:17:32 2021,76000,,,,,,1.0,1637623052.4732444
Tue Nov 23 06:18:03 2021,76500,7.143032336175503,0.030839109670163855,0.4653368044332317,124.22901140851752,,,1637623083.0654538
Tue Nov 23 06:18:34 2021,77000,,,,,,1.0,1637623114.1995869
Tue Nov 23 06:18:59 2021,77400,-14.420947877059717,0.03160127214259571,0.4611675421698136,142.55535690278458,,,1637623139.105799
Tue Nov 23 06:19:35 2021,78000,,,,,,1.0,1637623175.222061
Tue Nov 23 06:19:53 2021,78300,12.63257477171561,0.03198315182597273,0.45703563510300926,141.54867296430882,,,1637623193.9484882
Tue Nov 23 06:20:36 2021,79000,,,,,,1.0,1637623236.9829097
Tue Nov 23 06:20:49 2021,79200,-16.124644007154295,0.03392381552503341,0.4529407485427403,31.632213001522956,,,1637623249.7939913
Tue Nov 23 06:21:39 2021,80000,,,,,,1.0,1637623299.6850631
Tue Nov 23 06:21:46 2021,80100,3.038849937446308,0.03359757290946113,0.44888255079763967,166.87135230799876,,,1637623306.3113475
Tue Nov 23 06:22:41 2021,81000,,,,,,1.0,1637623361.0359926
Tue Nov 23 06:22:41 2021,81000,3.9359520068213483,0.031327205984335804,0.44486071314818293,109.46858595658459,,,1637623361.7740192
Tue Nov 23 06:23:37 2021,81900,-6.080014464221719,0.0333932894292391,0.4408749098200644,129.55041419318144,,,1637623417.9779646
Tue Nov 23 06:23:44 2021,82000,,,,,,1.0,1637623424.0756614
Tue Nov 23 06:24:34 2021,82800,0.0068020966859987375,0.0326157451990164,0.43692481795780713,75.88570946213554,,,1637623474.3478456
Tue Nov 23 06:24:46 2021,83000,,,,,,1.0,1637623486.8674765
Tue Nov 23 06:25:30 2021,83700,19.094468850405054,0.03151776576725145,0.43301011759860986,153.10860672081358,,,1637623530.4409947
Tue Nov 23 06:25:49 2021,84000,,,,,,1.0,1637623549.4986033
Tue Nov 23 06:26:26 2021,84600,-5.059772153044456,0.031865912686205575,0.42913049164643396,131.94781982650926,,,1637623586.7799578
Tue Nov 23 06:26:51 2021,85000,,,,,,1.0,1637623611.6419797
Tue Nov 23 06:27:23 2021,85500,-12.187072153749343,0.03321786810850932,0.4252856258463123,105.70730490144454,,,1637623643.4365542
Tue Nov 23 06:27:56 2021,86000,,,,,,1.0,1637623676.2354937
Tue Nov 23 06:28:21 2021,86400,14.387986233840214,0.032916077821412024,0.42147520875889866,93.35179995662908,,,1637623701.492831
Tue Nov 23 06:28:58 2021,87000,,,,,,1.0,1637623738.6527345
Tue Nov 23 06:29:18 2021,87300,-16.19357155938298,0.03317734296588848,0.41769893173523887,119.3981533698335,,,1637623758.560462
Tue Nov 23 06:30:05 2021,88000,,,,,,1.0,1637623805.2849605
Tue Nov 23 06:30:18 2021,88200,-7.056023718208552,0.03375136513883869,0.4139564888917702,150.7876187431399,,,1637623818.7516253
Tue Nov 23 06:31:11 2021,89000,,,,,,1.0,1637623871.5737648
Tue Nov 23 06:31:18 2021,89100,-60.9762521432513,0.03224798227142957,0.4102475770855449,40.782211406522855,,,1637623878.6747813
Tue Nov 23 06:32:18 2021,90000,,,,,,1.0,1637623938.2204404
Tue Nov 23 06:32:18 2021,90000,-34.667644612655344,0.029728590589430597,0.4065718958896744,66.6497293658719,,,1637623938.9066052
Tue Nov 23 06:33:19 2021,90900,-11.280024250571296,0.027742115058418778,0.4029291475689963,64.22451151366508,,,1637623999.0488868
Tue Nov 23 06:33:25 2021,91000,,,,,,1.0,1637624005.9733727
Tue Nov 23 06:34:20 2021,91800,-10.475718641252785,0.0294172647750626,0.39931903705595306,198.37836007911284,,,1637624060.6876004
Tue Nov 23 06:34:33 2021,92000,,,,,,1.0,1637624073.798547
Tue Nov 23 06:35:20 2021,92700,-23.306310533383197,0.03103087632192506,0.39574127192669495,70.41709732007959,,,1637624120.573574
Tue Nov 23 06:35:41 2021,93000,,,,,,1.0,1637624141.5763245
Tue Nov 23 06:36:22 2021,93600,17.437933107669966,0.030138811354214947,0.39219556237739256,104.77344813782372,,,1637624182.346446
Tue Nov 23 06:36:49 2021,94000,,,,,,1.0,1637624209.2490287
Tue Nov 23 06:37:24 2021,94500,32.52354395888354,0.028646433641099266,0.38868162120076144,73.97016904245754,,,1637624244.9845288
Tue Nov 23 06:37:58 2021,95000,,,,,,1.0,1637624278.298587
Tue Nov 23 06:38:25 2021,95400,6.245004260467315,0.030642112398313152,0.38519916376279884,125.88566811304484,,,1637624305.4069304
Tue Nov 23 06:39:05 2021,96000,,,,,,1.0,1637624345.2208755
Tue Nov 23 06:39:26 2021,96300,-22.281389548287727,0.02874804305171387,0.381747907979727,174.18628776637328,,,1637624366.3736894
Tue Nov 23 06:40:13 2021,97000,,,,,,1.0,1637624413.3186717
Tue Nov 23 06:40:27 2021,97200,-10.63764140713766,0.031132859278263317,0.37832757429514485,105.11675491813862,,,1637624427.2345316
Tue Nov 23 06:41:20 2021,98000,,,,,,1.0,1637624480.4927104
Tue Nov 23 06:41:28 2021,98100,18.539669295448366,0.02972521193946401,0.37493788565738406,112.36041783135595,,,1637624488.2156672
Tue Nov 23 06:42:29 2021,99000,,,,,,1.0,1637624549.4823525
Tue Nov 23 06:42:30 2021,99000,-26.76930341158012,0.029071406327808896,0.371578567497066,58.41237398757945,,,1637624550.2283576
Tue Nov 23 06:43:32 2021,99900,-19.008207235138347,0.0292176435670505,0.36824934770486173,-22.560554508392663,,,1637624612.7848332
Tue Nov 23 06:43:39 2021,100000,,,,,,1.0,1637624619.6647425
Tue Nov 23 06:44:35 2021,100800,6.237034389899221,0.030842612226907578,0.36494995660945,122.5917908463541,,,1637624675.6607606
Tue Nov 23 06:44:49 2021,101000,,,,,,1.0,1637624689.686234
Tue Nov 23 06:45:38 2021,101700,17.034203763077223,0.028687377544119954,0.36168012695567797,175.02252831452233,,,1637624738.7908888
Tue Nov 23 06:45:59 2021,102000,,,,,,1.0,1637624759.5711746
Tue Nov 23 06:46:41 2021,102600,-5.1825984062177515,0.02896194846007145,0.35843959388290386,91.89885983351094,,,1637624801.893591
Tue Nov 23 06:47:10 2021,103000,,,,,,1.0,1637624830.233122
Tue Nov 23 06:47:45 2021,103500,21.219129183135017,0.02921260941670173,0.35522809490355467,156.6680935601282,,,1637624865.7777932
Tue Nov 23 06:48:21 2021,104000,,,,,,1.0,1637624901.6997821
Tue Nov 23 06:48:50 2021,104400,-26.877643200221904,0.0282587040339907,0.3520453698818559,68.71557814236097,,,1637624930.719959
Tue Nov 23 06:49:33 2021,105000,,,,,,1.0,1637624973.191047
Tue Nov 23 06:49:54 2021,105300,2.270191690425445,0.029764842538990907,0.3488911610127616,74.40940887240546,,,1637624994.6018398
Tue Nov 23 06:50:43 2021,106000,,,,,,1.0,1637625043.7619188
Tue Nov 23 06:50:58 2021,106200,-5.662289584542918,0.02773213977770259,0.3457652128010744,50.8406792704057,,,1637625058.2441978
Tue Nov 23 06:51:55 2021,107000,,,,,,1.0,1637625115.110542
Tue Nov 23 06:52:02 2021,107100,0.4712796435397699,0.027718351119094424,0.34266727204074615,66.21183089187578,,,1637625122.9717436
Tue Nov 23 06:53:06 2021,108000,,,,,,1.0,1637625186.4523292
Tue Nov 23 06:53:07 2021,108000,3.3553731284859616,0.027307448386628595,0.33959708779437514,123.90676663956623,,,1637625187.1335073
Tue Nov 23 06:54:09 2021,108900,4.468891569861865,0.028341061787990233,0.3365544113728698,112.22571298241371,,,1637625249.6809175
Tue Nov 23 06:54:16 2021,109000,,,,,,1.0,1637625256.8066115
Tue Nov 23 06:55:12 2021,109800,-4.742714131284127,0.02983922648140126,0.33353899631531236,78.68608418027964,,,1637625312.75928
Tue Nov 23 06:55:27 2021,110000,,,,,,1.0,1637625327.3294377
Tue Nov 23 06:56:16 2021,110700,10.427335950585402,0.029431643021913867,0.3305505983689928,151.6151256537442,,,1637625376.6066065
Tue Nov 23 06:56:37 2021,111000,,,,,,1.0,1637625397.4945197
Tue Nov 23 06:57:19 2021,111600,-8.500462316940483,0.02741126348471476,0.32758897546962146,91.47170945144362,,,1637625439.4536288
Tue Nov 23 06:57:47 2021,112000,,,,,,1.0,1637625467.8530557
Tue Nov 23 06:58:23 2021,112500,-15.284019252522528,0.03087644918407831,0.32465388772172477,95.41388024560233,,,1637625503.0893047
Tue Nov 23 06:58:58 2021,113000,,,,,,1.0,1637625538.32951
Tue Nov 23 06:59:26 2021,113400,4.622795884566246,0.027319162883278396,0.3217450973792139,106.50208648594615,,,1637625566.350471
Tue Nov 23 07:00:09 2021,114000,,,,,,1.0,1637625609.416994
Tue Nov 23 07:00:30 2021,114300,-17.60653419060445,0.026626143601412574,0.31886236882612473,100.8163883229659,,,1637625630.9546149
Tue Nov 23 07:01:19 2021,115000,,,,,,1.0,1637625679.4610257
Tue Nov 23 07:01:34 2021,115200,-4.310372227659839,0.027885007705125545,0.3160054685575327,145.01718648654008,,,1637625694.1425629
Tue Nov 23 07:02:29 2021,116000,,,,,,1.0,1637625749.402981
Tue Nov 23 07:02:36 2021,116100,-0.7363021729056509,0.02948288288174404,0.31317416516064117,83.95298871992159,,,1637625756.6545932
Tue Nov 23 07:03:39 2021,117000,,,,,,1.0,1637625819.8597565
Tue Nov 23 07:03:40 2021,117000,-16.28947352487016,0.02585860468291988,0.3103682292960321,76.31499485636058,,,1637625820.5758421
Tue Nov 23 07:04:44 2021,117900,51.80566192777478,0.024941362354697454,0.30758743367909386,110.7163535854117,,,1637625884.859238
Tue Nov 23 07:04:52 2021,118000,,,,,,1.0,1637625892.5552523
Tue Nov 23 07:05:49 2021,118800,-28.924344865083704,0.02693515855612026,0.3048315530616092,90.11481782315113,,,1637625949.6219888
Tue Nov 23 07:06:03 2021,119000,,,,,,1.0,1637625963.2439055
Tue Nov 23 07:06:53 2021,119700,-26.018191687020607,0.02674976012048622,0.3021003642135088,56.48948003129031,,,1637626013.0083473
Tue Nov 23 07:07:13 2021,120000,,,,,,1.0,1637626033.817248
Tue Nov 23 07:07:55 2021,120600,7.276506338061651,0.02702407970507112,0.2993936459047897,73.60234843507779,,,1637626075.9361165
Tue Nov 23 07:08:23 2021,121000,,,,,,1.0,1637626103.4715776
Tue Nov 23 07:08:58 2021,121500,-3.172945590751091,0.025003930339589715,0.2967111788875971,114.00580889816422,,,1637626138.9360645
Tue Nov 23 07:09:35 2021,122000,,,,,,1.0,1637626175.2254388
