DATE TIME,STEP,STEP REWARD SELL,LOSS SELL,EPSILON,SUM PLAY SCORE SELL,BEST SUM PLAY SCORE SELL,TIMESTAMP
Tue Nov 23 09:35:47 2021,37800,30.596186574702855,0.05189314712045921,0.6852360579345712,104.81016624126892,,1637634947.5211349
Tue Nov 23 09:36:51 2021,38700,-2.1300045692610787,0.05207489874213934,0.6790965718447943,111.8359237190394,,1637635011.6139412
Tue Nov 23 09:37:54 2021,39600,19.35182580699849,0.05145930026347439,0.6730120934987118,107.0515727839236,,1637635074.6111786
Tue Nov 23 09:38:57 2021,40500,13.220873155327357,0.04997544525398148,0.6669821300453248,87.9500588329669,,1637635137.909768
Tue Nov 23 09:40:02 2021,41400,-31.98956278596211,0.04941500143458446,0.6610061930494128,-32.246675532094294,,1637635202.022657
Tue Nov 23 09:41:09 2021,42300,13.423717401176422,0.04763711334723565,0.6550837984519703,125.71972933029829,,1637635269.9259377
Tue Nov 23 09:42:23 2021,43200,9.020724322978458,0.0458617394293348,0.6492144665310005,28.32314433218974,,1637635343.838843
Tue Nov 23 09:43:35 2021,44100,-8.60611121322109,0.047757052917861274,0.6433977218626542,111.64007026145657,,1637635415.0909595
Tue Nov 23 09:44:50 2021,45000,-0.9344044340960682,0.04605868895538151,0.6376330932827189,111.76309700056149,,1637635490.1614172
Tue Nov 23 09:46:02 2021,45900,4.4395448256326056,0.04380170344064633,0.631920113848461,79.74644504120224,,1637635562.2157533
Tue Nov 23 09:47:16 2021,46800,12.030776375345958,0.04519065802502963,0.626258320800795,72.96721900094464,,1637635636.3498201
Tue Nov 23 09:48:32 2021,47700,-1.929407286422406,0.04481158933498793,0.6206472555268023,136.1786661436971,,1637635712.943346
Tue Nov 23 09:49:50 2021,48600,30.875972859744774,0.04273114557274514,0.6150864635225815,87.45462752672829,,1637635790.6609206
Tue Nov 23 09:51:02 2021,49500,26.08500593377256,0.042605370193098985,0.6095754943564378,68.76913684648117,,1637635862.235797
Tue Nov 23 09:52:15 2021,50400,15.337576183467828,0.039717353652748796,0.6041139016323899,65.20388334151771,,1637635935.1390505
Tue Nov 23 09:53:20 2021,51300,9.090025100236758,0.04103541912821432,0.598701242954017,33.25934421825453,,1637636000.180593
Tue Nov 23 09:54:24 2021,52200,41.70766922614324,0.040060657550477316,0.5933370798886243,7.405220769904886,,1637636064.3585896
Tue Nov 23 09:55:31 2021,53100,-18.06039575971516,0.03839515525847673,0.5880209779317215,82.55235245455194,,1637636131.021931
Tue Nov 23 09:56:33 2021,54000,-27.492339367213432,0.03940209912136197,0.5827525064718384,8.689329202928334,,1637636193.7660558
Tue Nov 23 09:57:44 2021,54900,-17.825910083105043,0.03598909706291225,0.5775312387556422,107.9276647863872,,1637636264.9586282
Tue Nov 23 09:59:31 2021,55800,-16.25756940083148,0.03713240313757625,0.5723567518533642,83.83488315134771,,1637636371.600908
Tue Nov 23 10:00:34 2021,56700,-11.110612597941241,0.035712327481144,0.5672286266245387,47.36463309680583,,1637636434.1855543
Tue Nov 23 10:01:46 2021,57600,-9.35606898569425,0.03574724413661493,0.5621464476840687,52.650252756487355,,1637636506.4218524
Tue Nov 23 10:02:57 2021,58500,-3.635560567692073,0.03850862142629921,0.5571098033685652,43.742098915138044,,1637636577.2343986
Tue Nov 23 10:04:08 2021,59400,1.2365236079487918,0.038244325303369096,0.5521182857030027,125.34755405265676,,1637636648.6683545
Tue Nov 23 10:05:14 2021,60300,-23.280504667039377,0.03808753983842002,0.54717149036768,168.2753368620205,True,1637636714.024048
Tue Nov 23 10:06:29 2021,61200,2.2568274071691725,0.03943831853878995,0.5422690166654628,63.03665785640113,,1637636789.0245008
Tue Nov 23 10:07:57 2021,62100,13.922937383273194,0.037541032621843946,0.537410467489328,212.26658303638038,True,1637636877.9149535
Tue Nov 23 10:09:07 2021,63000,33.76025827061186,0.03677240399229858,0.5325954492902031,92.13795374739252,,1637636947.9565248
Tue Nov 23 10:10:24 2021,63900,-26.640964871295825,0.036002436913032496,0.5278235720450793,139.00878218688766,,1637637024.904876
Tue Nov 23 10:11:45 2021,64800,-21.670079937972826,0.03975428282490207,0.5230944492254249,67.59954439282797,,1637637105.5415967
Tue Nov 23 10:12:53 2021,65700,-9.443824027934562,0.03693743829615414,0.5184076977658783,99.21678722213659,,1637637173.6619074
Tue Nov 23 10:14:19 2021,66600,14.649986871607787,0.037558742936493625,0.5137629380332087,73.84455123861399,,1637637259.6952019
Tue Nov 23 10:15:33 2021,67500,27.027924450924687,0.03684023764036182,0.5091597937955772,73.28250624349859,,1637637333.3773146
Tue Nov 23 10:16:42 2021,68400,-15.967839359678656,0.037117265427692066,0.5045978921920542,49.64722585044784,,1637637402.1484137
Tue Nov 23 10:17:53 2021,69300,37.14223793246728,0.03849856292725437,0.5000768637024237,108.437627474513,,1637637473.603714
Tue Nov 23 10:19:02 2021,70200,-11.457910527395587,0.0373733644772114,0.4955963421172414,22.89969811725897,,1637637542.5265446
Tue Nov 23 10:20:14 2021,71100,9.930345127866346,0.03624858891384469,0.4911559645081809,50.0541020549749,,1637637614.5044374
Tue Nov 23 10:21:28 2021,72000,-14.464648190239835,0.03666072806136476,0.4867553711986302,175.77428829350868,,1637637688.7687004
Tue Nov 23 10:22:41 2021,72900,-13.022903034531065,0.03669444743440383,0.4823942057345616,111.20556916702748,,1637637761.0100305
Tue Nov 23 10:23:54 2021,73800,2.4332812185339083,0.036328868615027106,0.4780721148556542,21.948625741167668,,1637637834.4889333
Tue Nov 23 10:25:09 2021,74700,15.32751263046482,0.036723577502287094,0.4737887484666841,120.26823169134734,,1637637909.0751529
Tue Nov 23 10:26:25 2021,75600,17.280440080042258,0.03832391306550966,0.46954375960916256,109.39864711069472,,1637637985.8965254
Tue Nov 23 10:27:47 2021,76500,-2.607311458208194,0.03787636268987424,0.4653368044332317,87.54605988688634,,1637638067.8810115
Tue Nov 23 10:29:12 2021,77400,-24.68358136824005,0.036588807804509994,0.4611675421698136,96.28592271127687,,1637638152.9336805
Tue Nov 23 10:30:33 2021,78300,19.586908016833465,0.03662501776280502,0.45703563510300926,123.0249011296286,,1637638233.4040408
Tue Nov 23 10:31:48 2021,79200,5.031424031166064,0.036211833058752946,0.4529407485427403,219.71443292117937,True,1637638308.004883
Tue Nov 23 10:33:14 2021,80100,0.8511008084058993,0.03817119126932489,0.44888255079763967,28.239857680697327,,1637638394.242864
Tue Nov 23 10:34:47 2021,81000,-34.04692529577383,0.03783944465013014,0.44486071314818293,30.392059457966383,,1637638487.535823
Tue Nov 23 10:36:21 2021,81900,12.278159780142348,0.03788388474637436,0.4408749098200644,32.20569084815299,,1637638581.6018376
Tue Nov 23 10:37:47 2021,82800,-13.038848329004896,0.0365729996520612,0.43692481795780713,138.94659717130492,,1637638667.4668024
Tue Nov 23 10:39:08 2021,83700,-7.60772527844648,0.037372957073772944,0.43301011759860986,108.74238485288973,,1637638748.1811373
Tue Nov 23 10:40:39 2021,84600,-1.477664509820709,0.03455158865079284,0.42913049164643396,66.47406989431123,,1637638839.1669593
Tue Nov 23 10:41:58 2021,85500,-0.9291615222810403,0.0357087508475201,0.4252856258463123,159.3947491098694,,1637638918.6313589
Tue Nov 23 10:43:19 2021,86400,-9.664413283268354,0.03520139870544275,0.42147520875889866,-3.566395101594786,,1637638999.040519
Tue Nov 23 10:44:38 2021,87300,-12.185319472869793,0.036327041905994215,0.41769893173523887,96.62426444442474,,1637639078.8832262
Tue Nov 23 10:46:00 2021,88200,-6.309212781161906,0.035684524102964334,0.4139564888917702,25.3054190716177,,1637639160.456018
Tue Nov 23 10:47:19 2021,89100,-17.697500335194867,0.03602963411973582,0.4102475770855449,75.45855382669765,,1637639239.4929235
Tue Nov 23 10:48:40 2021,90000,-15.390197614981297,0.0357173932923211,0.4065718958896744,78.3912794532229,,1637639320.9269018
Tue Nov 23 10:50:01 2021,90900,-9.453711699406611,0.03656608723621402,0.4029291475689963,83.9463692485741,,1637639401.118464
Tue Nov 23 10:51:50 2021,91800,-12.294189814514688,0.034221825228176184,0.39931903705595306,50.377919175018185,,1637639510.9936163
Tue Nov 23 10:53:19 2021,92700,-21.214798319469892,0.03630585638495783,0.39574127192669495,10.141439374259512,,1637639599.4632797
Tue Nov 23 10:54:50 2021,93600,18.912436596764937,0.035834246726913585,0.39219556237739256,73.79269333673362,,1637639690.00294
Tue Nov 23 10:56:21 2021,94500,-21.061024766577148,0.03637143744776646,0.38868162120076144,110.88348407928396,,1637639781.0974724
Tue Nov 23 10:57:45 2021,95400,-5.728649214035349,0.035187951632154484,0.38519916376279884,40.28232206871874,,1637639865.7027857
Tue Nov 23 10:59:19 2021,96300,-10.92863529484128,0.038482638219785356,0.381747907979727,73.5600179175724,,1637639959.889018
Tue Nov 23 11:00:52 2021,97200,9.063202161666645,0.03864231892395765,0.37832757429514485,-17.832400395890204,,1637640052.0971308
Tue Nov 23 11:02:21 2021,98100,-29.971043838921332,0.036846170003215474,0.37493788565738406,144.4211434526582,,1637640141.0778296
Tue Nov 23 11:03:55 2021,99000,26.47383592050532,0.03798432621587482,0.371578567497066,102.98491093715234,,1637640235.9777591
Tue Nov 23 11:05:16 2021,99900,-27.115462370799094,0.03649123109773629,0.36824934770486173,186.98716204073776,,1637640316.370929
Tue Nov 23 11:06:42 2021,100800,15.117873964300962,0.03976860794756148,0.36494995660945,97.87853490261463,,1637640402.2517445
Tue Nov 23 11:08:02 2021,101700,-5.407114885288584,0.03598973001146482,0.36168012695567797,137.22521868191862,,1637640482.2480218
Tue Nov 23 11:09:21 2021,102600,7.564265702698494,0.03675859703268442,0.35843959388290386,98.33390354649383,,1637640561.762203
Tue Nov 23 11:10:40 2021,103500,1.516632782047724,0.036191403310125075,0.35522809490355467,66.30702933538922,,1637640640.290904
Tue Nov 23 11:11:54 2021,104400,-1.9789232036282698,0.035161987791458765,0.3520453698818559,71.89612365482722,,1637640714.2518556
Tue Nov 23 11:13:12 2021,105300,-0.19658001639391642,0.03669949819437331,0.3488911610127616,90.16769434263125,,1637640792.011825
Tue Nov 23 11:14:24 2021,106200,-19.95769593409419,0.03351711397887104,0.3457652128010744,71.68585536987999,,1637640864.2156243
Tue Nov 23 11:15:39 2021,107100,10.347094761076669,0.033427697724869684,0.34266727204074615,130.6088156803387,,1637640939.2112458
Tue Nov 23 11:17:14 2021,108000,-25.46120073224814,0.03358665659713248,0.33959708779437514,96.76252604738839,,1637641034.8518286
Tue Nov 23 11:18:43 2021,108900,-13.020803205790312,0.036580807147547606,0.3365544113728698,161.73877153582418,,1637641123.1926224
Tue Nov 23 11:20:42 2021,109800,-31.626751641375936,0.03582920643604464,0.33353899631531236,16.321616844552977,,1637641242.0639565
Tue Nov 23 11:21:56 2021,110700,2.9775474562349338,0.0366014853419943,0.3305505983689928,80.8873350602407,,1637641316.755479
Tue Nov 23 11:23:11 2021,111600,-15.64012248800061,0.03709080919933816,0.32758897546962146,72.0394825039084,,1637641391.1900835
Tue Nov 23 11:24:26 2021,112500,-2.3526469692230063,0.03571916519664228,0.32465388772172477,94.99662547700464,,1637641466.3089848
Tue Nov 23 11:25:38 2021,113400,-24.323563306441322,0.0352066165001856,0.3217450973792139,166.74923711911032,,1637641538.8235116
Tue Nov 23 11:28:25 2021,114300,13.130909882924477,0.03722165477462113,0.31886236882612473,97.75928814909473,,1637641705.1020923
Tue Nov 23 11:31:22 2021,115200,6.142073231507769,0.03519225390834941,0.3160054685575327,47.04675598041453,,1637641882.3877568
Tue Nov 23 11:34:11 2021,116100,8.28126578184281,0.035149139287985035,0.31317416516064117,71.77837532604924,,1637642051.781731
Tue Nov 23 11:37:44 2021,117000,15.75805348080824,0.035078408533914224,0.3103682292960321,113.64930384539592,,1637642264.2007663
Tue Nov 23 11:40:05 2021,117900,-3.645120901540894,0.03838543247017596,0.30758743367909386,57.458411859291786,,1637642405.5968215
Tue Nov 23 11:43:38 2021,118800,9.666188847468776,0.034756388838092483,0.3048315530616092,153.8532622988755,,1637642618.6664581
Tue Nov 23 11:49:23 2021,119700,-15.451432139792232,0.034823307840464016,0.3021003642135088,130.52296959815055,,1637642963.3739796
Tue Nov 23 11:52:58 2021,120600,-13.818846397050017,0.03542980284016165,0.2993936459047897,152.39167266367028,,1637643178.3138926
Tue Nov 23 11:57:16 2021,121500,-4.675279818479569,0.03388162526819441,0.2967111788875971,52.9286710213662,,1637643436.5887103
Tue Nov 23 12:01:40 2021,122400,-43.25092734554288,0.034075536729974876,0.29405274587846264,40.016966572490475,,1637643700.2057226
Tue Nov 23 12:04:23 2021,123300,5.679163216015633,0.03500411078954736,0.2914181315407066,87.74808097037496,,1637643863.7551582
Tue Nov 23 12:08:56 2021,124200,-17.121481114406926,0.03458313911221921,0.28880712246699247,39.6288008642273,,1637644136.4705791
Tue Nov 23 12:10:40 2021,125100,-39.869149561891824,0.03520063392041872,0.2862195071620429,82.49429169818224,,1637644240.0644047
Tue Nov 23 12:15:13 2021,126000,19.196935618059506,0.0368050426689701,0.2836550760255065,66.47711567512654,,1637644513.7088845
Tue Nov 23 12:19:36 2021,126900,0.16631364534070947,0.03742736638523638,0.2811136213349825,190.40731343585168,,1637644776.1681037
Tue Nov 23 12:24:56 2021,127800,22.242131666043843,0.03424310539849103,0.2785949372291934,81.40173099619099,,1637645096.611719
Tue Nov 23 12:29:30 2021,128700,-7.34566654724756,0.035755861746147276,0.27609881969130856,112.90276425678542,,1637645370.8154566
Tue Nov 23 12:34:46 2021,129600,6.779921214774358,0.034295450614558326,0.27362506653242075,140.6863512987416,,1637645686.8143206
Tue Nov 23 12:39:52 2021,130500,29.656837602174583,0.03421161617048912,0.2711734773751685,110.03862590311559,,1637645992.3828423
Tue Nov 23 12:45:55 2021,131400,12.603687537393157,0.03446040965616703,0.2687438536375035,69.65814470892816,,1637646355.723461
Tue Nov 23 12:49:40 2021,132300,-28.791310033553714,0.03422510747383866,0.26633599851660716,32.918138083994805,,1637646580.3973868
Tue Nov 23 12:54:54 2021,133200,59.19695607884933,0.03821504363272753,0.26394971697294733,95.46255281280301,,1637646894.6332452
Tue Nov 23 13:00:48 2021,134100,-0.5721940082161527,0.03643601278360519,0.2615848157144797,56.77373255053136,,1637647248.3359997
Tue Nov 23 13:08:38 2021,135000,-25.100626879864336,0.03485161455710315,0.25924110318099597,76.25189733268542,,1637647718.6282532
Tue Nov 23 13:19:46 2021,135900,-2.402625409187783,0.032059993701469565,0.25691838952859986,45.42525626353316,,1637648386.9743044
Tue Nov 23 13:26:59 2021,136800,-15.032362264442279,0.03443097251777848,0.2546164866143352,104.97707888657436,,1637648819.6768322
Tue Nov 23 13:37:39 2021,137700,-3.5221259316275937,0.03526900061613156,0.2523352079809428,57.930776177450056,,1637649459.2710881
Tue Nov 23 13:44:47 2021,138600,-36.78886580742022,0.03619640119270318,0.2500743688417563,115.66395935011299,,1637649887.570609
Tue Nov 23 13:54:04 2021,139500,-11.063574425962907,0.03493113283378382,0.247833786065739,-18.516126022258398,,1637650444.7570963
Tue Nov 23 14:04:05 2021,140400,45.449911936485606,0.03577142452821135,0.2456132781626464,86.64237964683737,,1637651045.77384
Tue Nov 23 14:14:35 2021,141300,30.670946992004538,0.038626904816677174,0.2434126652683255,111.3985427217182,,1637651675.2490323
Tue Nov 23 14:25:25 2021,142200,-7.1202899603446514,0.0351817824303483,0.24123176913014638,18.387892353546917,,1637652325.1717672
Tue Nov 23 14:37:02 2021,143100,15.247516173818914,0.036078354838407704,0.2390704130925621,32.243023705639786,,1637653022.4103332
Tue Nov 23 14:47:44 2021,144000,-1.0772178133803427,0.035072074624606306,0.23692842208280143,51.54319566964776,,1637653664.1485202
Tue Nov 23 15:01:21 2021,144900,-7.30637713051034,0.036438257411743204,0.23480562259668725,54.06369215566643,,1637654481.229053
Tue Nov 23 15:14:02 2021,145800,25.526325116820033,0.034911708971485496,0.2327018426845804,179.69129891382053,,1637655242.1779642
Tue Nov 23 15:24:15 2021,146700,37.294790888885004,0.03679773230933481,0.2306169119374528,99.87643839248504,,1637655855.1599472
Tue Nov 23 15:34:40 2021,147600,15.877762762714966,0.03639111048438483,0.2285506614730871,104.20579082608458,,1637656480.7679613
Tue Nov 23 15:49:25 2021,148500,16.154150740307973,0.03599763068370521,0.22650292392239063,34.323548578223686,,1637657365.492474
Tue Nov 23 15:59:08 2021,149400,-18.78029791179602,0.03704752097009785,0.22447353341584428,57.69834603646454,,1637657948.579097
Tue Nov 23 16:07:43 2021,150300,34.16128610736233,0.03623393672104511,0.22246232557006343,71.02487674645187,,1637658463.1264718
Tue Nov 23 16:17:43 2021,151200,16.026343263838534,0.03534085510816011,0.22046913747448385,95.71551109002424,,1637659063.8021612
Tue Nov 23 16:31:00 2021,152100,-15.199700972636606,0.03590417620208528,0.2184938076781653,-55.965638664382375,,1637659860.8295224
Tue Nov 23 16:41:27 2021,153000,-5.231968857001451,0.03546495543275442,0.2165361761767145,62.56281980834868,,1637660487.6300464
Tue Nov 23 16:52:15 2021,153900,-2.1187881768909804,0.03504844932196041,0.21459608439932362,95.32028146108688,,1637661135.1120758
Tue Nov 23 17:05:21 2021,154800,-48.753160657163605,0.03617658908064995,0.21267337519592638,64.34456396467593,,1637661921.939798
Tue Nov 23 17:18:13 2021,155700,9.567918179967432,0.03865313944303327,0.2107678928244683,88.63643839957822,,1637662693.988812
Tue Nov 23 17:27:33 2021,156600,-17.786903577445695,0.03498762101452384,0.20887948293829245,120.80213909114661,,1637663253.2864416
Tue Nov 23 17:34:30 2021,157500,2.377261771533856,0.035441497701427176,0.20700799257363608,13.287448191883755,,1637663670.8710601
Tue Nov 23 17:42:06 2021,158400,-27.325699370184076,0.03752172814268205,0.20515327013724025,-3.868393444028868,,1637664126.169978
Tue Nov 23 17:52:19 2021,159300,-15.91844743092047,0.037507422981369824,0.20331516539407082,118.85917725920623,,1637664739.4511645
Tue Nov 23 18:00:47 2021,160200,5.990716549399544,0.03414165691783031,0.20149352945514978,7.176225209738945,,1637665247.4649062
Tue Nov 23 18:10:07 2021,161100,-33.84068193631188,0.034739409598211445,0.19968821476549575,69.8341985008918,,1637665807.8732598
Tue Nov 23 18:21:19 2021,162000,0.1379952859786875,0.03481857700894276,0.19789907509216778,56.21391149980873,,1637666479.8505244
Tue Nov 23 18:28:45 2021,162900,-17.011362270112826,0.033556871550261144,0.19612596551242545,32.889274582236936,,1637666925.2884572
Tue Nov 23 18:36:49 2021,163800,-0.40369112603754154,0.034648275033881265,0.19436874240198782,24.02375777470209,,1637667409.564917
Tue Nov 23 18:49:08 2021,164700,0.17407159949345719,0.033886889927089214,0.19262726342339812,40.575071776715845,,1637668148.682769
Tue Nov 23 19:01:02 2021,165600,-7.091766496337698,0.03206972239021626,0.19090138751449628,44.29641294402503,,1637668862.5981407
Tue Nov 23 19:12:06 2021,166500,2.276603237137433,0.03202993711818838,0.1891909748769922,167.6609023260715,,1637669526.755619
Tue Nov 23 19:28:19 2021,167400,9.117667651182009,0.032393033259237806,0.18749588696514158,68.7726531659591,,1637670499.883538
Tue Nov 23 19:42:18 2021,168300,7.884669574905374,0.03276000406127423,0.18581598647452388,61.117021838232105,,1637671338.7268593
Tue Nov 23 19:55:52 2021,169200,-9.359425963713367,0.03268929913329582,0.18415113733091995,96.49637224356383,,1637672152.0238607
Tue Nov 23 20:03:45 2021,170100,-17.680863645300555,0.0341014526774072,0.1825012046792909,136.9117797799317,,1637672625.997106
Tue Nov 23 20:14:52 2021,171000,0.7631500420330095,0.034260054114792084,0.18086605487285262,109.24621946236135,,1637673292.2593327
Tue Nov 23 20:23:25 2021,171900,-30.118790112917118,0.033695653059726785,0.17924555546225268,30.448263118375408,,1637673805.2711532
Tue Nov 23 20:31:05 2021,172800,-8.486518977689915,0.030879746299857895,0.17763957518483905,45.60661284714783,,1637674265.3498821
Tue Nov 23 20:43:56 2021,173700,21.030542968861095,0.031746433263955015,0.1760479839540316,59.44672556305888,,1637675036.800911
Tue Nov 23 20:54:51 2021,174600,-12.79965165146234,0.034921269240892595,0.1744706528487818,96.16093014504672,,1637675691.7779076
Tue Nov 23 21:08:45 2021,175500,-23.114918669799657,0.032691445713345375,0.17290745410312852,25.757496001426077,,1637676525.3919272
Tue Nov 23 21:20:03 2021,176400,-4.661232003161421,0.03204648269029955,0.17135826109585306,66.82381750793644,,1637677203.2886782
Tue Nov 23 21:30:56 2021,177300,-22.490110567732167,0.03211015201121983,0.16982294834022002,58.84103188385548,,1637677856.267737
Tue Nov 23 21:44:17 2021,178200,8.792920006761914,0.03399988146084878,0.16830139147381315,65.42177775387488,,1637678657.489962
Tue Nov 23 22:00:47 2021,179100,-11.145936896850804,0.033716465842185746,0.16679346724846159,76.39245811569998,,1637679647.248425
Tue Nov 23 22:11:45 2021,180000,11.725459056410438,0.03221100049869468,0.16529905352025773,56.209258689001416,,1637680305.021181
Tue Nov 23 22:26:06 2021,180900,31.02896897650983,0.032445844189367364,0.16381802923966118,49.066484145513044,,1637681166.004033
Tue Nov 23 22:34:29 2021,181800,4.736870517243531,0.030866799394910535,0.16235027444169686,95.08068837571594,,1637681669.9444451
Tue Nov 23 22:49:31 2021,182700,4.598256348566341,0.030768308946345416,0.1608956702362336,65.79294626419832,,1637682571.7443743
Tue Nov 23 23:03:26 2021,183600,-11.353278283316303,0.029780426647824546,0.15945409879835806,88.1804927072153,,1637683406.2911716
Tue Nov 23 23:12:49 2021,184500,18.75141636488163,0.03164141410444346,0.15802544335882732,101.78952361731504,,1637683969.531747
Tue Nov 23 23:23:32 2021,185400,-6.549799556528409,0.03471288945732845,0.15660958819461301,47.21382989487074,,1637684612.8408215
Tue Nov 23 23:30:00 2021,186300,5.140694554461433,0.0319007071490503,0.15520641861952525,119.38205794217794,,1637685000.0289478
Tue Nov 23 23:45:07 2021,187200,-13.176980187505873,0.0311447746741275,0.15381582097492538,147.162587942301,,1637685907.979874
Tue Nov 23 23:54:15 2021,188100,22.154905462172447,0.033029414849459295,0.1524376826205166,80.51820780248418,,1637686455.1649053
Wed Nov 24 00:03:45 2021,189000,-4.4340789906783,0.0324922978795237,0.1510718919252227,67.1267334110222,,1637687025.138416
Wed Nov 24 00:14:24 2021,189900,8.75152414688451,0.03506835006487866,0.14971833825814457,78.616992489393,,1637687664.4448864
